accessno,activity,access_date_time,access_time
5075, Drop Subject ,11:29 PM,7/4/2014
3246, Drop Subject ,5:34 PM,4/4/2013
13222, Enroll ,5:39 PM,9/8/2016
12021, Drop Subject ,11:48 AM,5/20/2014
3910, Enroll ,8:35 AM,3/2/2017
93, Drop Subject ,9:23 AM,1/21/2013
9516, Enroll ,2:25 AM,8/9/2012
1468,Add Subject ,12:24 PM,8/23/2012
14265, Drop Subject ,8:21 PM,11/22/2016
7035, Drop Subject ,11:39 PM,8/14/2016
14640,Add Subject ,11:49 PM,6/16/2017
2760, Drop Subject ,3:05 AM,12/11/2016
12392, Enroll ,12:49 AM,2/28/2012
10661, Enroll ,6:39 AM,11/15/2013
2504, Enroll ,6:41 PM,5/5/2014
4746,Add Subject ,6:51 PM,4/7/2014
2944, Drop Subject ,2:32 PM,6/21/2017
2409,Add Subject ,5:04 AM,11/7/2013
975, Enroll ,1:38 PM,9/22/2012
1034, Drop Subject ,7:09 PM,11/6/2015
13678, Drop Subject ,5:02 PM,2/13/2014
4638, Drop Subject ,6:29 AM,10/6/2012
9644, Enroll ,6:30 PM,3/2/2014
1363, Drop Subject ,1:50 PM,12/27/2011
8151,Add Subject ,3:53 AM,8/2/2012
11287,Add Subject ,2:51 PM,1/16/2014
405,Add Subject ,5:23 PM,2/3/2016
3058, Enroll ,12:26 AM,11/14/2013
2442,Add Subject ,3:01 PM,1/8/2015
7355, Enroll ,2:48 PM,7/15/2012
14909, Enroll ,3:40 AM,5/6/2017
13219,Add Subject ,6:10 AM,2/2/2016
7696, Enroll ,8:20 PM,9/10/2014
8722,Add Subject ,8:40 AM,7/26/2015
12806, Drop Subject ,5:18 PM,6/26/2014
13162, Enroll ,2:34 AM,8/5/2016
7602, Enroll ,7:39 AM,3/15/2016
5808, Drop Subject ,12:44 PM,9/25/2013
1417, Enroll ,1:25 AM,2/20/2016
2225,Add Subject ,11:02 PM,1/9/2015
14979, Enroll ,7:50 PM,11/20/2013
2883, Enroll ,10:44 PM,5/3/2017
3228,Add Subject ,3:35 PM,9/12/2012
10512,Add Subject ,11:04 PM,10/22/2011
11844, Enroll ,1:46 AM,6/8/2016
10600, Enroll ,5:31 AM,1/2/2016
378, Enroll ,8:15 AM,2/6/2015
1739, Enroll ,1:05 AM,11/11/2011
6905,Add Subject ,8:22 AM,11/12/2016
6243,Add Subject ,4:53 AM,1/23/2014
7665, Enroll ,10:45 AM,8/14/2015
5635,Add Subject ,8:14 PM,8/28/2015
7652, Enroll ,2:38 AM,2/28/2016
7332, Enroll ,8:53 AM,5/7/2017
14014, Enroll ,11:55 PM,6/21/2017
4665, Enroll ,2:16 PM,9/10/2012
842,Add Subject ,7:12 PM,5/28/2012
13165, Drop Subject ,12:23 AM,10/10/2013
14667,Add Subject ,2:40 AM,9/21/2011
12833, Drop Subject ,8:44 PM,7/3/2017
6668, Enroll ,8:20 PM,4/29/2015
3705, Enroll ,4:10 AM,5/8/2017
4667, Drop Subject ,11:45 PM,10/30/2013
11948, Drop Subject ,8:29 PM,1/14/2017
11765,Add Subject ,8:22 AM,1/10/2015
10376, Enroll ,2:25 PM,11/8/2012
4824,Add Subject ,2:40 AM,5/9/2013
11036,Add Subject ,4:37 PM,4/20/2016
11256, Enroll ,8:53 PM,11/29/2016
6832,Add Subject ,12:28 PM,12/20/2013
13404, Enroll ,7:40 AM,3/31/2014
7921, Enroll ,4:15 AM,11/30/2016
9671, Enroll ,11:20 AM,12/20/2014
13651, Enroll ,2:22 AM,8/15/2017
19, Enroll ,4:45 AM,6/23/2014
2475, Enroll ,8:38 AM,2/5/2013
13595, Enroll ,8:44 AM,12/13/2015
14135, Enroll ,12:21 PM,12/3/2011
10944, Drop Subject ,12:49 PM,6/24/2015
5566,Add Subject ,6:59 AM,3/10/2015
8845, Enroll ,7:11 PM,3/1/2013
14477, Enroll ,6:32 PM,2/8/2015
14612, Enroll ,9:04 PM,7/29/2013
10573, Enroll ,12:40 PM,3/2/2016
14043, Enroll ,6:54 AM,10/21/2011
934, Enroll ,5:31 PM,5/8/2017
7583,Add Subject ,8:37 PM,9/11/2015
1073, Enroll ,3:52 PM,1/24/2015
2144,Add Subject ,7:58 PM,3/17/2012
10542, Enroll ,7:54 AM,7/23/2017
6939,Add Subject ,8:00 PM,8/16/2012
9900, Drop Subject ,7:50 PM,3/18/2013
8429,Add Subject ,1:35 AM,1/21/2014
1501, Drop Subject ,9:14 PM,11/29/2011
13570, Drop Subject ,5:49 AM,3/17/2012
3802, Enroll ,8:49 PM,7/25/2017
12395,Add Subject ,4:45 PM,10/5/2014
11677, Enroll ,1:28 AM,3/18/2017
3449, Enroll ,9:54 PM,11/19/2013
2009, Enroll ,4:55 PM,6/21/2017
13178, Enroll ,5:35 AM,10/27/2014
13768, Enroll ,4:07 AM,11/21/2011
13394, Enroll ,2:47 AM,8/16/2013
5859, Enroll ,12:38 AM,3/9/2015
7616, Enroll ,1:58 PM,9/17/2014
10682, Enroll ,1:03 AM,2/4/2013
9695, Enroll ,7:34 PM,6/28/2016
12875,Add Subject ,8:13 PM,3/31/2015
9896, Enroll ,1:48 PM,4/2/2013
890, Drop Subject ,2:04 PM,9/6/2016
7203,Add Subject ,1:15 PM,6/11/2016
9047, Drop Subject ,4:40 AM,12/31/2013
2981, Enroll ,2:22 PM,3/26/2016
13424, Enroll ,3:24 AM,12/18/2014
11522, Enroll ,10:38 AM,7/23/2015
466, Enroll ,2:51 PM,8/1/2013
11064, Enroll ,2:08 PM,2/15/2016
3011, Drop Subject ,8:06 PM,8/6/2012
5746, Drop Subject ,7:41 AM,7/25/2015
14437, Enroll ,4:12 PM,2/2/2016
12444,Add Subject ,5:09 PM,11/3/2011
10057, Drop Subject ,6:40 AM,7/21/2012
9048, Drop Subject ,1:13 AM,10/13/2013
6750, Enroll ,3:33 PM,1/28/2014
9727,Add Subject ,8:45 AM,4/26/2014
7607, Drop Subject ,7:11 PM,10/3/2016
4631, Enroll ,7:32 PM,8/5/2015
7298, Enroll ,7:27 PM,9/29/2016
619, Enroll ,12:47 AM,2/11/2016
2601,Add Subject ,10:17 AM,5/23/2015
12358, Drop Subject ,9:16 PM,11/3/2014
3059,Add Subject ,5:34 AM,5/13/2016
5108, Drop Subject ,2:07 AM,8/1/2017
12997,Add Subject ,3:49 AM,2/2/2013
2892, Enroll ,12:59 AM,3/22/2016
4267,Add Subject ,9:35 PM,3/6/2014
2714,Add Subject ,11:00 PM,5/28/2016
10669, Drop Subject ,4:15 PM,3/3/2015
3701, Enroll ,2:43 PM,4/14/2017
12138,Add Subject ,8:08 PM,7/14/2016
2163,Add Subject ,11:27 PM,5/15/2013
14062,Add Subject ,10:15 PM,5/20/2015
5708, Enroll ,1:42 AM,1/1/2013
3258,Add Subject ,9:28 AM,9/7/2011
13859, Enroll ,8:40 AM,9/28/2016
1080, Drop Subject ,7:02 AM,2/1/2012
12567, Enroll ,7:47 PM,5/19/2014
3409, Enroll ,12:50 PM,2/10/2013
2378, Enroll ,4:31 PM,5/4/2015
14810, Drop Subject ,8:09 PM,12/18/2015
12146, Enroll ,8:59 AM,3/11/2017
1101, Enroll ,3:52 PM,5/20/2014
6093,Add Subject ,3:50 AM,7/22/2017
11604, Enroll ,5:43 AM,8/16/2016
12501, Enroll ,11:36 AM,4/22/2015
9831,Add Subject ,10:22 PM,6/18/2016
5168, Enroll ,1:37 AM,9/5/2016
14735, Enroll ,9:40 PM,5/30/2017
3297,Add Subject ,5:28 AM,8/3/2014
5300, Enroll ,11:49 AM,4/1/2015
3899, Enroll ,11:13 PM,2/23/2016
3373,Add Subject ,12:02 PM,7/30/2013
9920, Enroll ,3:06 AM,6/1/2014
2954, Drop Subject ,4:55 AM,11/17/2015
115, Drop Subject ,10:34 PM,4/30/2014
8397, Drop Subject ,8:44 PM,1/24/2016
10316, Enroll ,9:32 AM,4/10/2014
5839, Drop Subject ,8:06 AM,7/19/2012
6535, Drop Subject ,11:35 AM,10/21/2016
14244,Add Subject ,5:35 AM,1/7/2015
9993, Enroll ,11:01 AM,11/22/2015
6577, Enroll ,4:22 PM,7/22/2012
4182,Add Subject ,7:02 AM,7/8/2015
8042, Enroll ,7:07 AM,5/24/2015
11753,Add Subject ,2:36 PM,5/11/2012
8855,Add Subject ,3:07 AM,5/20/2016
3572,Add Subject ,2:51 PM,8/15/2016
481, Enroll ,8:10 AM,9/20/2016
7191,Add Subject ,4:36 PM,6/16/2013
5603, Enroll ,12:07 PM,1/27/2016
4732,Add Subject ,6:19 PM,9/13/2016
12154, Enroll ,8:00 AM,11/10/2015
5275,Add Subject ,7:25 AM,9/19/2011
4273,Add Subject ,11:15 PM,12/13/2013
5633, Enroll ,3:34 PM,3/21/2013
14336, Drop Subject ,4:04 AM,1/1/2016
5273,Add Subject ,3:18 PM,7/7/2012
10893, Enroll ,5:53 PM,1/7/2013
14687, Enroll ,4:50 AM,9/18/2013
4611,Add Subject ,1:46 AM,6/24/2012
14767, Drop Subject ,7:19 AM,8/24/2015
7928, Enroll ,5:15 PM,7/4/2012
13559, Enroll ,11:40 PM,6/4/2014
6372, Enroll ,3:46 AM,3/8/2017
1859, Enroll ,8:26 PM,1/13/2015
6410,Add Subject ,11:40 PM,11/13/2015
9521, Drop Subject ,1:00 AM,12/3/2012
9170, Enroll ,7:51 PM,6/14/2012
10752, Enroll ,6:13 PM,9/5/2014
14471, Enroll ,3:43 AM,11/6/2016
8921, Enroll ,12:06 AM,1/21/2016
10858, Enroll ,12:22 PM,11/8/2016
7963, Drop Subject ,5:28 AM,11/10/2016
12524, Enroll ,10:57 AM,7/18/2014
7807,Add Subject ,10:15 AM,5/25/2017
3209, Drop Subject ,8:29 PM,10/16/2012
12144, Enroll ,6:53 PM,6/12/2016
14822, Enroll ,4:54 AM,1/28/2012
3392, Drop Subject ,2:48 PM,7/4/2016
11425,Add Subject ,11:22 AM,7/29/2016
1349, Enroll ,8:58 AM,8/20/2014
3824,Add Subject ,11:13 PM,12/21/2013
8316, Drop Subject ,6:16 PM,8/30/2013
14554, Drop Subject ,2:17 PM,5/20/2017
10690, Enroll ,5:24 PM,12/12/2014
10416, Enroll ,11:31 AM,11/8/2014
8663, Enroll ,2:52 AM,2/7/2015
420, Enroll ,8:23 PM,11/26/2015
5011,Add Subject ,9:00 PM,10/2/2011
9512, Drop Subject ,1:34 AM,2/6/2015
7126, Drop Subject ,8:46 AM,2/27/2013
14368, Enroll ,2:06 PM,11/18/2013
512, Drop Subject ,3:26 AM,6/12/2015
10265,Add Subject ,11:57 AM,10/14/2013
4058, Drop Subject ,9:56 AM,9/19/2015
6489, Enroll ,4:26 AM,11/8/2015
5644,Add Subject ,5:00 AM,10/22/2011
13319, Enroll ,3:08 AM,12/15/2011
12272, Enroll ,1:56 AM,7/10/2012
3707, Enroll ,2:26 AM,10/28/2015
13488, Drop Subject ,4:00 PM,7/17/2013
7610,Add Subject ,8:51 AM,10/21/2012
2532,Add Subject ,3:57 AM,8/21/2014
6513,Add Subject ,6:29 AM,3/26/2017
10176, Enroll ,4:06 AM,5/15/2014
9421, Enroll ,10:18 AM,2/22/2013
704, Enroll ,10:34 PM,5/12/2012
373, Enroll ,6:32 PM,11/2/2014
9476, Enroll ,8:03 AM,8/31/2012
533,Add Subject ,7:59 AM,3/21/2012
8226, Drop Subject ,10:07 AM,4/4/2016
13699,Add Subject ,6:00 AM,1/6/2013
14751,Add Subject ,12:48 AM,3/29/2012
10292, Enroll ,10:26 PM,10/6/2016
14493, Enroll ,7:11 AM,1/27/2013
689, Enroll ,7:28 AM,7/1/2015
10984, Drop Subject ,6:14 PM,3/1/2016
799,Add Subject ,8:00 AM,10/30/2012
8852, Drop Subject ,10:05 PM,6/11/2012
6432,Add Subject ,11:49 PM,7/21/2014
7487, Enroll ,10:05 AM,5/20/2012
2393, Drop Subject ,12:14 PM,3/11/2015
86, Enroll ,1:33 PM,12/12/2012
115, Enroll ,6:18 AM,12/25/2016
10266, Drop Subject ,8:45 AM,12/6/2013
10379, Enroll ,8:52 AM,11/18/2011
6531, Enroll ,1:26 AM,3/29/2015
13725, Drop Subject ,9:00 PM,11/15/2015
962, Drop Subject ,10:43 AM,4/27/2012
11523, Drop Subject ,9:58 AM,5/9/2012
5981,Add Subject ,12:52 AM,4/6/2013
14740, Drop Subject ,3:38 AM,1/8/2015
7225, Enroll ,12:58 PM,2/22/2015
14756,Add Subject ,7:41 AM,3/2/2014
3294, Enroll ,10:42 AM,10/30/2013
3010, Drop Subject ,6:53 AM,12/2/2013
2916, Drop Subject ,10:34 AM,3/11/2013
2577, Enroll ,2:53 PM,7/30/2015
11242, Enroll ,4:35 AM,11/14/2016
3523,Add Subject ,9:47 AM,5/31/2016
14974,Add Subject ,12:10 PM,6/17/2012
12831,Add Subject ,6:54 PM,4/5/2017
10884, Drop Subject ,6:09 PM,2/15/2015
6708, Enroll ,10:01 PM,10/23/2016
1815, Enroll ,3:06 AM,8/12/2016
7335, Enroll ,8:40 AM,9/19/2016
4093, Enroll ,11:04 AM,7/10/2015
7479, Enroll ,8:20 AM,4/16/2017
9519,Add Subject ,5:29 AM,12/10/2014
11696, Drop Subject ,1:04 PM,2/21/2015
9490, Enroll ,11:57 PM,5/14/2017
11420, Enroll ,3:11 AM,3/31/2016
1342, Drop Subject ,10:31 AM,2/2/2013
1638,Add Subject ,8:40 PM,12/5/2015
11985, Enroll ,10:25 PM,4/22/2014
13650, Enroll ,7:33 PM,7/22/2017
3898, Drop Subject ,7:19 AM,3/13/2013
10740, Drop Subject ,1:03 PM,11/27/2013
13834, Enroll ,11:13 PM,5/21/2012
14034, Enroll ,7:42 AM,1/19/2015
434, Drop Subject ,6:51 PM,9/6/2015
3881, Enroll ,6:02 PM,8/29/2015
848, Enroll ,11:07 AM,11/25/2011
6607, Enroll ,9:24 PM,11/29/2015
7008,Add Subject ,10:42 PM,11/5/2013
1316,Add Subject ,7:03 PM,3/3/2016
4959, Drop Subject ,1:15 PM,8/24/2014
3793,Add Subject ,3:23 AM,9/24/2013
8513, Drop Subject ,2:14 AM,3/8/2012
8937,Add Subject ,12:35 AM,6/8/2016
9600, Drop Subject ,5:17 PM,1/25/2014
172, Drop Subject ,2:14 PM,7/21/2014
545,Add Subject ,4:32 AM,2/10/2012
5113, Enroll ,6:44 PM,4/2/2015
3105,Add Subject ,8:18 PM,4/14/2012
14327, Enroll ,2:31 PM,5/13/2016
6650,Add Subject ,1:19 AM,1/14/2014
6179, Drop Subject ,6:14 AM,10/28/2012
6376, Enroll ,6:36 AM,7/23/2013
14658, Drop Subject ,12:03 PM,11/11/2013
6298, Enroll ,1:09 PM,12/7/2014
10010, Drop Subject ,10:08 AM,6/15/2013
12349, Enroll ,1:50 AM,5/1/2013
10814, Drop Subject ,10:32 PM,4/8/2012
5708,Add Subject ,8:26 AM,3/19/2015
10512, Drop Subject ,10:16 PM,2/22/2012
6238, Enroll ,8:31 PM,4/26/2012
10007, Drop Subject ,7:30 PM,10/29/2015
6066,Add Subject ,6:45 PM,11/28/2012
12669, Drop Subject ,1:51 PM,12/13/2012
12790, Enroll ,4:45 AM,9/22/2012
5461,Add Subject ,9:04 AM,7/8/2016
830, Enroll ,6:39 PM,5/18/2016
14078, Enroll ,7:47 PM,1/23/2016
14618, Enroll ,10:16 AM,10/20/2016
9556,Add Subject ,1:07 PM,5/19/2014
2735,Add Subject ,5:32 PM,7/30/2016
13597, Enroll ,6:14 AM,10/6/2015
846,Add Subject ,4:33 PM,6/7/2017
3615, Drop Subject ,10:09 PM,7/13/2017
859, Enroll ,3:15 PM,1/13/2013
13691,Add Subject ,12:58 AM,3/10/2013
4667, Enroll ,4:10 PM,11/25/2012
14195, Drop Subject ,4:45 AM,3/5/2017
2898, Enroll ,12:30 AM,11/21/2012
13473, Drop Subject ,5:38 AM,10/2/2011
8480, Enroll ,1:35 AM,1/24/2016
4082,Add Subject ,10:19 AM,7/4/2015
1534, Drop Subject ,8:35 PM,7/10/2013
11487, Enroll ,8:59 PM,6/28/2017
5110, Enroll ,11:25 AM,10/29/2012
4914, Enroll ,11:56 AM,3/8/2016
3844, Enroll ,11:57 AM,5/20/2013
3021, Drop Subject ,2:17 PM,5/31/2017
10992,Add Subject ,2:45 AM,3/28/2013
11186,Add Subject ,10:27 AM,11/14/2014
2221, Drop Subject ,11:21 PM,7/3/2016
2606, Enroll ,2:09 PM,4/30/2015
2873, Enroll ,1:25 PM,4/6/2015
1052, Enroll ,10:51 PM,12/18/2015
13871, Drop Subject ,10:25 PM,9/12/2012
11755, Drop Subject ,5:10 PM,8/8/2014
5898,Add Subject ,9:11 AM,5/14/2012
14749, Enroll ,12:18 AM,2/24/2012
6087, Enroll ,4:11 AM,4/14/2015
12120, Enroll ,1:10 AM,3/26/2012
1739, Drop Subject ,9:18 AM,1/23/2012
3940, Enroll ,2:45 PM,12/25/2011
1681, Drop Subject ,4:14 PM,9/3/2012
13805, Drop Subject ,4:27 AM,12/17/2013
13303,Add Subject ,11:54 AM,12/23/2013
7684, Enroll ,7:04 AM,8/31/2016
5468, Drop Subject ,4:34 PM,7/28/2012
1992, Drop Subject ,9:32 AM,1/8/2013
8919, Enroll ,6:04 AM,10/19/2011
4681, Enroll ,11:10 AM,8/27/2012
6273,Add Subject ,2:40 AM,3/15/2012
2477, Enroll ,10:14 PM,4/1/2017
6481,Add Subject ,7:18 PM,2/17/2014
12397,Add Subject ,11:53 PM,1/10/2014
12703, Enroll ,12:16 PM,1/23/2014
1043, Enroll ,7:36 AM,8/19/2014
8082, Enroll ,2:36 PM,5/7/2017
2402,Add Subject ,5:25 AM,9/1/2015
7237,Add Subject ,3:27 PM,11/12/2016
12563, Drop Subject ,12:43 PM,4/16/2013
7785, Drop Subject ,6:16 PM,4/30/2014
401, Drop Subject ,5:47 PM,8/24/2015
14616, Enroll ,4:20 AM,7/2/2012
6705,Add Subject ,11:12 AM,7/2/2012
8141,Add Subject ,8:50 PM,1/4/2017
9172, Drop Subject ,9:43 PM,11/27/2012
11330,Add Subject ,10:08 PM,9/21/2014
9240, Enroll ,10:20 AM,12/27/2016
4293, Enroll ,6:57 PM,11/16/2013
636, Drop Subject ,9:05 AM,1/25/2013
2906, Enroll ,7:23 AM,3/5/2012
6469,Add Subject ,1:22 AM,11/9/2015
8510,Add Subject ,12:37 PM,3/29/2012
2138, Enroll ,7:45 PM,5/20/2017
6827, Drop Subject ,2:29 PM,8/15/2016
3712, Enroll ,4:12 PM,7/27/2014
4760, Drop Subject ,4:41 PM,10/24/2016
12761,Add Subject ,1:38 AM,7/31/2013
6704, Enroll ,2:29 PM,4/17/2016
13788,Add Subject ,3:27 AM,9/3/2013
14678,Add Subject ,7:53 PM,3/1/2017
2205, Drop Subject ,1:08 AM,1/21/2014
3285,Add Subject ,7:45 AM,7/13/2017
5462, Enroll ,5:07 PM,6/21/2015
3485, Enroll ,7:34 AM,12/18/2011
2486,Add Subject ,11:43 PM,10/15/2015
10271, Enroll ,4:47 AM,11/18/2012
7007, Drop Subject ,7:02 AM,1/25/2012
14912,Add Subject ,4:43 AM,7/2/2017
2106,Add Subject ,10:10 PM,10/28/2013
2565, Enroll ,6:31 AM,2/22/2014
8803, Enroll ,3:42 AM,7/31/2017
5742, Drop Subject ,4:48 PM,10/21/2013
9795, Drop Subject ,10:49 PM,12/10/2014
5538, Drop Subject ,3:28 PM,8/11/2015
190,Add Subject ,11:59 AM,8/17/2012
13654,Add Subject ,11:47 PM,3/19/2014
9540,Add Subject ,10:27 PM,12/25/2011
203, Drop Subject ,2:35 AM,11/27/2012
14703, Drop Subject ,12:25 AM,2/3/2013
5871, Enroll ,4:40 AM,9/1/2012
2984, Enroll ,9:54 AM,1/19/2015
10859, Enroll ,5:00 PM,11/4/2013
10253, Drop Subject ,5:52 AM,8/11/2017
6794, Drop Subject ,5:15 AM,10/19/2016
1265, Enroll ,1:38 PM,11/16/2016
2001,Add Subject ,3:03 PM,2/18/2016
6501, Drop Subject ,3:26 AM,3/19/2012
5242, Enroll ,10:40 PM,5/6/2015
11319,Add Subject ,6:31 AM,2/9/2015
1107, Enroll ,10:12 AM,1/31/2016
3197, Enroll ,3:50 AM,7/27/2017
13531, Enroll ,2:15 AM,8/29/2014
1048, Enroll ,4:44 PM,5/18/2015
4793, Enroll ,6:50 PM,8/15/2014
8227, Enroll ,11:55 PM,9/9/2016
4713, Drop Subject ,5:51 PM,10/13/2013
14121, Enroll ,6:37 AM,1/4/2015
4945,Add Subject ,7:23 PM,8/6/2015
1263, Enroll ,3:25 AM,8/27/2014
12814, Drop Subject ,3:43 PM,8/28/2011
7165, Enroll ,4:31 AM,11/6/2013
7742, Enroll ,6:47 PM,5/11/2014
5718, Enroll ,10:32 AM,7/3/2012
10596, Enroll ,1:45 AM,11/8/2013
12714,Add Subject ,12:39 AM,8/18/2013
6282,Add Subject ,4:36 AM,6/21/2017
7136,Add Subject ,3:15 AM,2/16/2013
10508,Add Subject ,5:02 PM,3/31/2013
14148, Enroll ,1:32 PM,9/27/2012
1934, Enroll ,1:56 AM,11/1/2014
3077, Drop Subject ,3:14 AM,2/16/2015
5014,Add Subject ,11:24 AM,10/23/2011
4981, Drop Subject ,11:42 PM,12/6/2011
8502, Enroll ,12:36 PM,11/27/2012
3884, Enroll ,2:00 PM,1/25/2014
11980,Add Subject ,12:16 AM,4/13/2014
12506, Enroll ,6:32 AM,1/19/2017
13021, Enroll ,8:02 AM,12/1/2014
7384, Enroll ,5:04 PM,9/19/2015
2321, Enroll ,1:14 AM,7/9/2015
4435,Add Subject ,7:12 AM,12/3/2015
13603, Enroll ,3:09 AM,6/1/2012
9642, Enroll ,9:04 AM,12/7/2012
5509, Enroll ,4:50 PM,10/31/2014
14828, Enroll ,8:15 AM,12/21/2013
5927, Enroll ,12:02 PM,3/13/2013
1051, Enroll ,5:26 AM,6/20/2017
12102, Enroll ,10:00 PM,1/20/2017
3173, Enroll ,9:39 AM,5/19/2013
8688, Drop Subject ,5:04 PM,12/17/2015
11630,Add Subject ,6:36 PM,12/27/2015
4627, Enroll ,10:58 AM,6/22/2013
1336, Drop Subject ,3:57 AM,11/25/2011
4632, Drop Subject ,5:27 AM,8/8/2015
7523, Drop Subject ,11:42 AM,6/24/2017
7943, Enroll ,10:37 AM,6/15/2014
7996,Add Subject ,2:46 AM,1/30/2015
12577, Enroll ,8:03 PM,4/11/2017
933, Enroll ,5:20 AM,6/21/2013
1106, Enroll ,1:56 PM,11/23/2012
6253, Drop Subject ,6:35 PM,5/28/2012
3945,Add Subject ,5:32 PM,5/31/2015
4699,Add Subject ,11:12 AM,5/28/2015
14592, Enroll ,12:21 AM,3/13/2016
3845,Add Subject ,6:46 PM,4/15/2013
9959, Enroll ,4:57 AM,11/4/2011
14939, Enroll ,8:47 AM,3/17/2014
1403, Enroll ,8:15 PM,7/17/2015
4464,Add Subject ,6:18 PM,11/29/2013
4199, Enroll ,10:11 AM,3/20/2012
4543,Add Subject ,3:18 AM,12/8/2012
11314, Drop Subject ,4:23 AM,3/11/2017
1920, Enroll ,9:41 AM,3/12/2015
9151,Add Subject ,8:18 AM,8/16/2016
13597, Drop Subject ,4:03 PM,6/27/2012
13325, Enroll ,10:25 AM,2/14/2015
1067, Enroll ,7:14 PM,3/24/2015
5020, Enroll ,12:51 PM,5/3/2017
13233,Add Subject ,11:50 AM,11/24/2015
10713, Enroll ,12:49 PM,6/14/2016
14792, Enroll ,1:30 PM,5/8/2016
2570, Enroll ,6:39 PM,3/15/2013
2276,Add Subject ,11:07 PM,11/18/2015
12383,Add Subject ,1:48 PM,2/21/2017
6444,Add Subject ,11:47 AM,1/18/2012
7545, Enroll ,10:12 AM,2/13/2014
90, Drop Subject ,7:57 PM,11/12/2011
11606, Enroll ,1:35 PM,10/19/2015
92, Enroll ,8:24 PM,1/29/2013
273, Enroll ,9:38 AM,5/18/2015
780, Enroll ,4:25 PM,1/19/2012
1565, Enroll ,7:30 AM,1/1/2012
11605, Drop Subject ,10:08 AM,11/8/2015
2938, Enroll ,10:33 AM,7/3/2017
1202, Drop Subject ,5:09 PM,5/24/2013
7490, Enroll ,2:30 AM,12/8/2015
14838,Add Subject ,12:42 AM,10/7/2014
6133, Enroll ,1:46 PM,8/4/2014
2576, Enroll ,7:22 AM,1/25/2015
11723, Enroll ,7:46 PM,2/27/2016
14020,Add Subject ,1:35 AM,11/29/2013
12261, Enroll ,5:15 PM,11/15/2016
1826,Add Subject ,7:31 AM,5/17/2017
5786,Add Subject ,10:42 AM,1/14/2016
2749,Add Subject ,9:15 AM,12/26/2016
2766,Add Subject ,3:56 PM,2/12/2013
6867, Drop Subject ,3:53 PM,1/15/2013
14588,Add Subject ,4:43 AM,9/22/2014
10783,Add Subject ,2:16 PM,8/30/2016
10677,Add Subject ,12:58 PM,10/5/2013
14952, Enroll ,5:05 PM,7/21/2016
8680, Enroll ,12:17 AM,5/26/2012
13298, Drop Subject ,4:14 PM,9/25/2016
4086, Enroll ,1:35 AM,2/27/2014
6647, Drop Subject ,5:23 PM,1/30/2013
5106,Add Subject ,11:39 AM,2/14/2015
9958, Enroll ,3:04 PM,11/18/2011
6213, Enroll ,4:52 PM,4/23/2015
3795,Add Subject ,9:22 AM,12/27/2016
8302,Add Subject ,6:49 PM,12/22/2011
11667, Enroll ,12:56 PM,8/25/2011
13497,Add Subject ,5:11 PM,6/20/2014
4998, Enroll ,10:38 PM,9/25/2013
3108, Drop Subject ,3:36 PM,9/28/2012
13251, Drop Subject ,1:23 AM,12/9/2014
4443, Enroll ,12:55 AM,1/25/2016
9118,Add Subject ,8:44 AM,10/27/2012
8090,Add Subject ,11:58 PM,5/8/2015
1682, Enroll ,11:09 AM,10/16/2015
12555, Enroll ,5:02 PM,10/28/2012
14924, Drop Subject ,9:34 AM,5/30/2012
3868, Drop Subject ,5:34 AM,11/10/2014
13461, Enroll ,9:45 AM,10/11/2016
9876, Enroll ,10:20 PM,3/21/2014
1808, Drop Subject ,7:08 PM,7/24/2013
10278, Enroll ,3:32 PM,11/1/2016
6830, Enroll ,1:54 AM,11/24/2016
892, Enroll ,7:04 AM,12/17/2012
39, Drop Subject ,8:45 AM,12/22/2011
1020, Drop Subject ,4:49 AM,5/31/2012
5556, Enroll ,11:48 AM,5/22/2013
7449, Enroll ,6:25 AM,4/27/2017
10469, Enroll ,8:50 AM,6/23/2013
4097,Add Subject ,12:11 AM,10/11/2012
11909, Enroll ,6:09 PM,10/8/2014
3937, Drop Subject ,7:24 AM,11/18/2012
8597, Enroll ,4:12 PM,4/20/2016
14240,Add Subject ,8:44 PM,6/24/2013
11994, Enroll ,7:05 AM,11/10/2015
11240, Enroll ,6:10 AM,4/25/2013
8248, Enroll ,3:45 PM,7/17/2017
9080, Drop Subject ,3:13 AM,1/7/2013
213, Enroll ,9:00 PM,5/22/2017
12654, Enroll ,12:56 AM,4/11/2012
2980, Enroll ,3:00 AM,12/24/2015
12653, Enroll ,11:47 AM,1/2/2014
13053, Enroll ,8:01 PM,5/22/2014
13710, Enroll ,10:15 AM,12/22/2014
2993, Enroll ,8:47 AM,1/29/2015
5201, Drop Subject ,10:45 PM,10/5/2016
6341,Add Subject ,5:05 PM,1/26/2012
9480, Enroll ,2:00 AM,7/9/2013
13494, Drop Subject ,10:14 AM,9/19/2015
11253,Add Subject ,12:43 PM,8/8/2012
10756,Add Subject ,9:35 PM,10/7/2011
9599, Enroll ,5:16 PM,11/25/2012
9462,Add Subject ,2:33 PM,4/13/2014
1497, Enroll ,10:01 PM,11/28/2015
8195, Enroll ,6:51 PM,4/2/2013
182, Drop Subject ,1:48 AM,11/19/2015
1822,Add Subject ,1:26 AM,1/11/2012
8349, Drop Subject ,3:18 AM,12/27/2011
1078, Enroll ,12:17 AM,11/1/2015
